House_ID,Location,Bedrooms,Bathrooms,Balconies,Area_sqft,Furnishing,Parking,Age_of_Property,Floor,Total_Floors,House_Type,Price_INR
H1642,Chennai,3,4,2,2668,Semi-Furnished,0,28,3,14,Apartment,16175229
H1643,Pune,1,1,0,3382,Semi-Furnished,0,5,7,18,Apartment,22540265
H1644,Bangalore,1,2,2,1725,Furnished,2,5,6,10,Independent House,11642310
H1645,Chennai,5,3,0,3717,Unfurnished,2,2,3,5,Apartment,17362790
H1646,Hyderabad,1,1,1,665,Unfurnished,0,15,4,14,Independent House,17124867
H1647,Kolkata,1,3,1,3250,Furnished,0,11,10,13,Independent House,5030662
H1648,Mumbai,1,3,0,3835,Furnished,2,3,14,15,Villa,1987843
H1649,Chennai,5,3,2,1734,Semi-Furnished,2,0,5,11,Independent House,2511987
H1650,Bangalore,3,3,1,937,Semi-Furnished,0,3,9,11,Independent House,11483536
H1651,Hyderabad,3,4,3,2770,Furnished,2,0,14,15,Villa,12582335
H1652,Delhi,1,1,1,2328,Furnished,2,20,6,11,Villa,16824902
H1653,Bangalore,5,1,2,1046,Unfurnished,0,26,13,6,Villa,18291641
H1654,Kolkata,3,1,3,3258,Furnished,0,26,4,6,Apartment,22785145
H1655,Bangalore,3,3,2,3962,Furnished,1,7,11,10,Apartment,1577347
H1656,Hyderabad,3,4,0,3318,Unfurnished,0,23,11,11,Villa,5122058
H1657,Bangalore,5,3,3,3262,Furnished,2,4,7,7,Apartment,24116701
H1658,Hyderabad,5,3,2,3544,Semi-Furnished,0,29,2,17,Villa,22987586
H1659,Chennai,1,1,3,880,Semi-Furnished,0,25,4,8,Apartment,17708682
H1660,Coimbatore,4,3,2,3714,Unfurnished,0,1,5,18,Independent House,19669035
H1661,Hyderabad,3,2,3,1195,Furnished,1,11,4,16,Apartment,23808128
H1662,Hyderabad,4,3,2,2586,Semi-Furnished,1,21,4,7,Apartment,24028749
H1663,Mumbai,5,2,0,3350,Semi-Furnished,2,16,11,11,Independent House,15808524
H1664,Hyderabad,5,3,3,1674,Semi-Furnished,1,6,13,11,Villa,12313740
H1665,Hyderabad,5,4,3,809,Semi-Furnished,0,10,9,8,Apartment,16348599
H1666,Delhi,4,4,3,725,Furnished,1,3,14,17,Apartment,13622251
H1667,Coimbatore,5,1,3,1091,Furnished,0,4,11,11,Independent House,6107741
H1668,Chennai,1,3,0,3607,Furnished,1,5,13,9,Independent House,5416053
H1669,Kolkata,5,2,3,1569,Furnished,1,10,2,5,Independent House,12488030
H1670,Mumbai,2,2,1,1180,Semi-Furnished,1,0,6,14,Independent House,4774073
H1671,Delhi,4,3,0,3424,Unfurnished,0,24,14,8,Villa,17707693
H1672,Pune,2,2,1,2905,Unfurnished,1,9,8,11,Apartment,10485739
H1673,Coimbatore,5,4,3,1811,Semi-Furnished,0,19,8,17,Apartment,22500771
H1674,Chennai,1,2,2,829,Semi-Furnished,0,23,11,19,Apartment,5085530
H1675,Chennai,3,1,1,788,Unfurnished,2,20,7,6,Apartment,24275149
H1676,Pune,5,4,3,2657,Unfurnished,1,10,10,6,Villa,19248604
H1677,Kolkata,1,4,1,3785,Semi-Furnished,2,23,11,5,Apartment,3082904
H1678,Hyderabad,4,4,3,3747,Semi-Furnished,2,16,4,6,Villa,21599894
H1679,Delhi,2,3,3,3323,Furnished,0,7,7,14,Villa,18676401
H1680,Bangalore,2,3,3,1101,Furnished,1,26,13,18,Independent House,17490629
H1681,Mumbai,2,4,2,2732,Unfurnished,0,12,10,12,Independent House,17619442
H1682,Bangalore,4,3,1,648,Semi-Furnished,0,26,6,15,Apartment,6016974
H1683,Pune,1,2,0,3485,Unfurnished,1,19,11,12,Villa,9714378
H1684,Chennai,4,3,0,3655,Furnished,0,17,6,12,Independent House,19471557
H1685,Kolkata,2,3,0,1288,Furnished,1,26,2,19,Villa,11456589
H1686,Chennai,5,4,0,986,Unfurnished,1,21,8,5,Independent House,12864354
H1687,Mumbai,3,1,3,1569,Furnished,0,15,8,5,Villa,2607666
H1688,Chennai,4,1,1,1605,Semi-Furnished,0,1,14,16,Apartment,17100019
H1689,Chennai,4,1,1,2865,Unfurnished,2,4,11,14,Apartment,19295580
H1690,Mumbai,1,2,2,2324,Semi-Furnished,0,17,7,8,Villa,18767383
H1691,Delhi,1,3,1,2604,Semi-Furnished,1,2,11,10,Independent House,20652956
H1692,Delhi,4,1,1,3652,Furnished,2,26,9,12,Independent House,10191195
H1693,Mumbai,2,4,1,3901,Semi-Furnished,1,21,8,17,Apartment,11609050
H1694,Kolkata,3,1,2,2902,Unfurnished,2,16,14,6,Apartment,18708816
H1695,Pune,1,1,0,2883,Semi-Furnished,0,15,9,17,Apartment,20351894
H1696,Coimbatore,2,3,1,3697,Semi-Furnished,0,5,9,7,Independent House,12494850
H1697,Chennai,5,3,2,2207,Semi-Furnished,0,18,6,10,Independent House,20733741
H1698,Kolkata,1,3,2,3932,Semi-Furnished,1,6,2,14,Apartment,3097112
H1699,Chennai,2,2,3,2389,Semi-Furnished,2,17,12,8,Villa,22910898
H1700,Coimbatore,2,2,2,870,Furnished,1,13,7,16,Independent House,10586658
H1701,Pune,3,1,0,722,Unfurnished,2,5,3,6,Apartment,11326849
H1702,Delhi,3,3,1,3303,Furnished,0,7,13,11,Villa,5632857
H1703,Kolkata,5,1,2,1880,Unfurnished,1,14,7,8,Independent House,4365264
H1704,Hyderabad,2,4,0,2044,Unfurnished,0,14,9,12,Villa,8908040
H1705,Hyderabad,2,4,2,858,Unfurnished,1,14,10,12,Villa,8638197
H1706,Coimbatore,3,3,2,1547,Unfurnished,0,15,14,11,Independent House,18320453
H1707,Hyderabad,1,3,2,2694,Unfurnished,1,0,10,14,Apartment,4510551
H1708,Delhi,1,4,2,1462,Semi-Furnished,1,10,2,13,Villa,24473332
H1709,Coimbatore,4,3,2,1124,Furnished,2,26,14,8,Apartment,9110280
H1710,Delhi,3,2,0,1487,Furnished,0,28,13,11,Independent House,3156094
H1711,Pune,4,2,1,807,Semi-Furnished,2,24,6,14,Villa,9192442
H1712,Chennai,3,3,1,3982,Unfurnished,2,4,13,14,Villa,12545028
H1713,Pune,5,4,1,3394,Furnished,0,4,6,19,Villa,19062561
H1714,Pune,2,1,1,748,Semi-Furnished,1,28,9,16,Villa,20545000
H1715,Delhi,5,3,0,1037,Semi-Furnished,2,27,13,5,Villa,21251849
H1716,Coimbatore,3,3,3,2802,Furnished,0,20,9,8,Independent House,8291679
H1717,Coimbatore,2,1,3,3761,Furnished,1,5,13,6,Villa,4822787
H1718,Hyderabad,1,3,0,2321,Unfurnished,2,1,5,13,Independent House,8799258
H1719,Bangalore,1,1,0,957,Unfurnished,2,5,14,9,Apartment,9936775
H1720,Chennai,4,4,2,3845,Furnished,2,13,5,7,Independent House,2796181
H1721,Delhi,3,2,2,1840,Unfurnished,1,10,9,8,Villa,16875852
H1722,Hyderabad,3,4,2,2530,Semi-Furnished,2,3,8,10,Apartment,23849478
H1723,Kolkata,1,2,1,1055,Unfurnished,1,23,7,14,Independent House,8037606
H1724,Bangalore,5,1,2,3423,Unfurnished,2,28,8,5,Independent House,11352619
H1725,Bangalore,2,2,3,2232,Semi-Furnished,0,26,6,11,Independent House,17303131
H1726,Delhi,5,4,1,1228,Unfurnished,2,24,3,12,Villa,10924200
H1727,Mumbai,5,2,2,3870,Semi-Furnished,0,8,7,11,Villa,5199618
H1728,Chennai,1,1,1,3479,Unfurnished,0,23,8,11,Independent House,9418791
H1729,Bangalore,1,2,3,1085,Furnished,0,2,8,13,Independent House,17946150
H1730,Delhi,1,3,2,3180,Unfurnished,1,25,1,17,Apartment,15044643
H1731,Delhi,4,4,3,799,Furnished,0,15,7,8,Villa,6577817
H1732,Hyderabad,5,3,3,970,Furnished,2,10,3,18,Villa,20921772
H1733,Kolkata,3,1,3,1613,Furnished,1,26,2,11,Apartment,15400306
H1734,Mumbai,2,2,2,2582,Furnished,0,3,14,13,Independent House,16590749
H1735,Chennai,4,3,0,3500,Furnished,1,0,2,19,Independent House,16447654
H1736,Coimbatore,3,3,2,2071,Semi-Furnished,1,24,14,9,Apartment,24693481
H1737,Pune,5,2,3,847,Semi-Furnished,1,20,14,6,Independent House,15938680
H1738,Kolkata,1,2,2,1387,Semi-Furnished,2,21,8,19,Independent House,16706315
H1739,Kolkata,5,4,3,2911,Furnished,0,15,9,9,Apartment,16550489
H1740,Hyderabad,2,3,0,3729,Unfurnished,1,18,3,8,Apartment,18959838
H1741,Coimbatore,4,3,1,3973,Semi-Furnished,1,15,14,12,Apartment,16191224
H1742,Bangalore,4,1,0,2678,Unfurnished,1,10,3,19,Independent House,12350780
H1743,Bangalore,2,4,0,2121,Unfurnished,0,25,6,9,Apartment,10782251
H1744,Hyderabad,3,1,1,1872,Furnished,1,7,11,13,Independent House,21374034
H1745,Delhi,3,3,2,1204,Furnished,1,22,10,13,Villa,13597902
H1746,Bangalore,4,1,1,3942,Furnished,2,0,1,7,Villa,9787143
H1747,Mumbai,4,3,2,2289,Semi-Furnished,0,25,6,17,Apartment,5687635
H1748,Chennai,1,3,2,2017,Furnished,2,27,12,14,Independent House,13182629
H1749,Kolkata,3,1,3,2420,Semi-Furnished,0,20,3,19,Independent House,20770907
H1750,Kolkata,2,1,3,1101,Semi-Furnished,0,25,11,10,Independent House,19115753
H1751,Mumbai,3,2,1,3755,Semi-Furnished,0,8,4,10,Apartment,15370401
H1752,Coimbatore,1,2,0,3533,Semi-Furnished,2,27,9,8,Independent House,17566935
H1753,Bangalore,4,2,1,1148,Furnished,2,26,3,15,Independent House,18008908
H1754,Kolkata,4,3,2,1965,Semi-Furnished,2,11,1,17,Independent House,9169144
H1755,Pune,1,1,3,1438,Furnished,2,21,3,14,Villa,9780774
H1756,Coimbatore,2,4,1,2030,Furnished,1,7,7,7,Independent House,9601351
H1757,Chennai,4,3,1,2048,Semi-Furnished,1,25,13,5,Villa,2350262
H1758,Chennai,5,4,3,3764,Furnished,1,16,7,16,Independent House,13894735
H1759,Kolkata,4,1,3,1447,Unfurnished,0,9,11,11,Independent House,21562346
H1760,Hyderabad,5,3,3,1213,Furnished,1,26,5,19,Independent House,9015257
H1761,Coimbatore,1,4,2,1011,Furnished,0,6,14,19,Villa,6489347
H1762,Kolkata,1,4,3,3079,Semi-Furnished,2,18,1,9,Independent House,1776016
H1763,Hyderabad,4,2,0,1277,Semi-Furnished,0,24,11,18,Apartment,14918799
H1764,Kolkata,3,2,1,758,Furnished,0,5,8,14,Independent House,10999898
H1765,Pune,5,2,3,2661,Semi-Furnished,1,20,10,19,Villa,16829258
H1766,Coimbatore,2,3,3,972,Unfurnished,2,23,8,11,Villa,9693168
H1767,Delhi,4,1,2,2872,Unfurnished,2,23,10,5,Apartment,20975097
H1768,Chennai,2,1,2,1696,Semi-Furnished,1,27,12,12,Apartment,2136024
H1769,Kolkata,4,2,1,3920,Furnished,2,27,10,7,Apartment,14677979
H1770,Pune,3,2,0,3158,Unfurnished,2,18,13,11,Villa,3548149
H1771,Hyderabad,3,2,1,1202,Unfurnished,2,17,10,16,Independent House,22170860
H1772,Hyderabad,3,4,3,815,Furnished,1,14,2,7,Independent House,5634667
H1773,Chennai,3,2,0,2596,Semi-Furnished,2,1,10,18,Apartment,16284512
H1774,Mumbai,1,4,0,2164,Unfurnished,0,13,3,7,Apartment,24840704
H1775,Kolkata,1,1,0,2440,Furnished,0,20,4,14,Independent House,21599315
H1776,Coimbatore,5,3,0,2562,Furnished,2,9,1,13,Apartment,4770518
H1777,Bangalore,2,3,1,3635,Unfurnished,1,27,4,17,Independent House,21438879
H1778,Hyderabad,4,3,2,3891,Semi-Furnished,1,15,5,6,Independent House,3408010
H1779,Coimbatore,4,3,2,3487,Unfurnished,1,6,3,18,Independent House,6037079
H1780,Coimbatore,1,4,3,1326,Furnished,2,7,14,8,Independent House,23465753
H1781,Delhi,4,4,2,1844,Unfurnished,2,9,11,10,Villa,22779696
H1782,Coimbatore,1,2,2,3201,Semi-Furnished,0,14,10,18,Independent House,12587811
H1783,Coimbatore,5,4,2,1665,Furnished,1,7,2,7,Apartment,21309779
H1784,Delhi,2,2,2,1275,Semi-Furnished,0,12,13,16,Apartment,17528786
H1785,Hyderabad,5,2,3,3520,Unfurnished,0,11,6,14,Apartment,19763846
H1786,Coimbatore,3,3,1,882,Unfurnished,1,7,8,18,Apartment,9403232
H1787,Mumbai,3,4,0,1681,Semi-Furnished,2,14,7,14,Villa,16724492
H1788,Mumbai,3,4,2,3481,Unfurnished,2,25,11,11,Independent House,1585591
H1789,Pune,5,2,1,3184,Semi-Furnished,0,11,14,11,Independent House,19309889
H1790,Delhi,4,2,2,3744,Unfurnished,0,10,1,19,Apartment,16359873
H1791,Pune,2,1,2,2508,Semi-Furnished,0,18,4,9,Apartment,9397687
H1792,Delhi,3,1,0,3570,Semi-Furnished,0,13,3,7,Apartment,16538798
H1793,Kolkata,3,2,0,1752,Furnished,1,26,6,6,Independent House,3546416
H1794,Kolkata,3,1,0,3489,Furnished,0,17,9,19,Villa,7571436
H1795,Coimbatore,2,1,2,1547,Semi-Furnished,0,12,9,19,Villa,20288934
H1796,Bangalore,3,2,2,1264,Unfurnished,2,3,7,8,Villa,4625384
H1797,Kolkata,2,2,2,2317,Unfurnished,2,16,12,18,Villa,14567243
H1798,Bangalore,3,4,0,1748,Unfurnished,2,18,9,19,Apartment,15526686
H1799,Kolkata,5,2,3,666,Semi-Furnished,1,26,8,17,Independent House,11839938
H1800,Chennai,5,2,1,2653,Semi-Furnished,1,8,5,8,Apartment,6586870
H1801,Kolkata,2,3,3,1236,Semi-Furnished,2,22,9,15,Villa,22245141
H1802,Pune,5,4,2,913,Semi-Furnished,2,6,14,12,Apartment,8136206
H1803,Hyderabad,2,4,2,3997,Furnished,0,0,7,12,Villa,12826873
H1804,Coimbatore,5,4,3,1164,Semi-Furnished,0,6,5,17,Independent House,14015072
H1805,Pune,5,3,2,2201,Unfurnished,1,25,8,9,Villa,12610111
H1806,Hyderabad,2,2,1,1425,Furnished,1,6,7,17,Apartment,6379177
H1807,Mumbai,4,4,2,3153,Unfurnished,0,19,9,10,Independent House,11746208
H1808,Pune,5,4,1,1705,Semi-Furnished,2,6,10,12,Villa,20748708
H1809,Mumbai,3,1,3,1625,Furnished,0,7,1,19,Villa,3358626
H1810,Bangalore,4,4,3,2851,Semi-Furnished,1,15,13,5,Independent House,6794512
H1811,Bangalore,2,2,2,1261,Furnished,1,2,9,9,Apartment,4005777
H1812,Chennai,4,2,1,1404,Unfurnished,0,12,7,8,Independent House,8849561
H1813,Kolkata,1,1,2,3051,Semi-Furnished,0,9,1,8,Apartment,18137236
H1814,Pune,1,4,0,3774,Semi-Furnished,0,17,1,15,Villa,7312085
H1815,Mumbai,5,4,0,1135,Furnished,1,6,5,6,Villa,23078296
H1816,Hyderabad,5,4,0,1991,Furnished,2,20,8,14,Independent House,7997809
H1817,Bangalore,3,3,0,1835,Semi-Furnished,0,20,9,5,Villa,8536687
H1818,Kolkata,4,4,2,3224,Furnished,1,29,12,18,Independent House,19918305
H1819,Bangalore,1,2,0,3880,Semi-Furnished,1,4,6,19,Villa,23523084
H1820,Hyderabad,5,2,1,3410,Furnished,1,22,12,10,Villa,10973103
H1821,Kolkata,4,3,3,2520,Unfurnished,0,24,13,11,Apartment,24023335
H1822,Kolkata,5,3,3,2764,Furnished,0,26,10,9,Independent House,3252362
H1823,Mumbai,5,4,0,1227,Unfurnished,2,23,12,19,Independent House,18286229
H1824,Mumbai,1,1,0,1348,Furnished,1,21,8,12,Villa,7175209
H1825,Pune,1,3,0,704,Furnished,0,6,6,13,Apartment,12644694
H1826,Pune,5,3,2,3142,Semi-Furnished,1,24,11,15,Apartment,20079168
H1827,Delhi,2,4,3,645,Furnished,1,29,6,15,Independent House,20930884
H1828,Coimbatore,5,4,0,3470,Furnished,2,26,4,6,Independent House,6990248
H1829,Delhi,5,3,1,1954,Unfurnished,0,21,11,15,Villa,24487311
H1830,Chennai,3,1,0,1839,Furnished,0,16,5,17,Independent House,9148273
H1831,Bangalore,3,3,3,1581,Semi-Furnished,1,3,14,8,Villa,3783997
H1832,Pune,3,4,0,1559,Unfurnished,1,23,2,15,Apartment,24466239
H1833,Mumbai,2,4,3,2115,Semi-Furnished,2,22,3,13,Independent House,12393799
H1834,Hyderabad,2,3,0,2436,Semi-Furnished,2,15,3,9,Apartment,18956086
H1835,Mumbai,5,1,1,3492,Semi-Furnished,2,18,14,7,Apartment,3726954
H1836,Bangalore,3,3,0,3096,Semi-Furnished,2,9,12,10,Villa,13859101
H1837,Delhi,2,3,1,3183,Unfurnished,2,2,11,19,Apartment,8058035
H1838,Mumbai,1,4,1,3158,Furnished,2,26,5,7,Villa,22247794
H1839,Coimbatore,5,1,0,2081,Semi-Furnished,1,2,14,18,Villa,9946563
H1840,Chennai,4,2,1,2159,Unfurnished,2,27,5,9,Apartment,14404563
H1841,Bangalore,5,1,2,3187,Semi-Furnished,1,16,6,7,Apartment,14133945
H1842,Delhi,4,3,0,2107,Furnished,1,9,5,10,Villa,8827511
H1843,Coimbatore,3,3,0,2663,Unfurnished,0,16,12,16,Villa,13893740
H1844,Hyderabad,4,3,1,2600,Unfurnished,1,21,6,14,Apartment,22518739
H1845,Delhi,3,1,1,2890,Furnished,1,29,8,9,Villa,15829569
H1846,Kolkata,1,4,0,2573,Unfurnished,2,29,2,18,Villa,14281212
H1847,Coimbatore,4,3,2,3878,Furnished,1,16,4,13,Independent House,19734531
H1848,Coimbatore,5,3,1,1511,Unfurnished,2,20,13,7,Independent House,24076710
H1849,Chennai,3,1,1,1894,Unfurnished,2,3,6,10,Independent House,12360530
H1850,Bangalore,5,2,3,3408,Furnished,2,20,12,12,Independent House,20547645
H1851,Hyderabad,2,2,2,2402,Furnished,0,22,5,11,Independent House,19194845
H1852,Chennai,3,4,2,3352,Unfurnished,2,5,1,10,Villa,21227535
H1853,Delhi,4,4,0,2353,Unfurnished,1,11,9,18,Villa,10255148
H1854,Chennai,3,3,2,714,Furnished,2,24,3,19,Independent House,20390743
H1855,Coimbatore,5,1,0,2203,Furnished,2,21,2,6,Apartment,18410999
H1856,Bangalore,1,3,3,1922,Unfurnished,2,24,9,19,Independent House,18548542
H1857,Pune,3,4,2,2460,Unfurnished,0,19,7,11,Apartment,24139450
H1858,Chennai,4,1,1,3044,Unfurnished,1,16,5,12,Villa,21857110
H1859,Kolkata,2,1,3,3041,Furnished,0,16,12,5,Apartment,16021726
H1860,Chennai,1,4,0,1698,Unfurnished,1,9,6,19,Villa,10008878
H1861,Delhi,2,2,3,1577,Semi-Furnished,0,6,12,13,Apartment,22162722
H1862,Delhi,3,2,0,2105,Furnished,1,28,11,8,Villa,4255077
H1863,Hyderabad,5,1,3,1726,Unfurnished,0,15,4,12,Villa,19414701
H1864,Delhi,5,3,0,896,Furnished,2,28,1,19,Independent House,2995734
H1865,Mumbai,4,2,2,3649,Semi-Furnished,0,12,4,14,Villa,23498117
H1866,Bangalore,5,3,1,2825,Furnished,0,2,9,11,Independent House,15333120
H1867,Bangalore,1,2,0,3886,Unfurnished,2,1,1,18,Independent House,24175045
H1868,Pune,5,2,3,3614,Semi-Furnished,2,15,10,17,Independent House,1795943
H1869,Pune,4,3,0,2962,Semi-Furnished,1,29,3,14,Apartment,20834361
H1870,Bangalore,3,4,0,1662,Unfurnished,1,5,5,11,Apartment,1534510
H1871,Kolkata,3,2,0,858,Unfurnished,1,5,7,6,Villa,19823021
H1872,Pune,5,2,3,2654,Unfurnished,0,12,9,5,Independent House,14170831
H1873,Hyderabad,2,3,1,2696,Furnished,1,6,6,8,Independent House,15244531
H1874,Delhi,3,4,2,2808,Furnished,0,4,3,16,Villa,12407951
H1875,Bangalore,5,2,1,2492,Furnished,0,23,13,6,Independent House,14398298
H1876,Coimbatore,4,2,0,775,Unfurnished,1,6,7,12,Villa,11961152
H1877,Pune,5,4,3,3673,Unfurnished,1,1,14,14,Independent House,24198723
H1878,Bangalore,3,2,1,1600,Furnished,0,16,4,11,Apartment,6174569
H1879,Mumbai,4,4,0,2518,Semi-Furnished,2,12,3,12,Villa,9696403
H1880,Chennai,5,4,2,3102,Furnished,2,29,14,15,Villa,9747729
H1881,Delhi,1,3,2,2267,Semi-Furnished,0,24,7,10,Apartment,8582785
H1882,Bangalore,4,1,2,875,Unfurnished,1,20,11,5,Villa,1631235
H1883,Chennai,1,4,0,3145,Unfurnished,0,27,11,18,Apartment,8106140
H1884,Pune,2,3,3,1275,Furnished,0,26,7,17,Independent House,20850499
H1885,Chennai,4,1,1,2423,Furnished,1,20,4,17,Apartment,5938671
H1886,Delhi,1,2,2,1651,Unfurnished,2,27,12,16,Apartment,19093678
H1887,Bangalore,3,1,0,1956,Furnished,0,15,7,13,Villa,16045990
H1888,Mumbai,3,4,0,3672,Unfurnished,2,25,11,10,Independent House,16209934
H1889,Kolkata,2,4,1,3859,Unfurnished,2,19,14,16,Apartment,2971274
H1890,Pune,4,4,2,2703,Semi-Furnished,1,1,2,17,Independent House,5594290
H1891,Bangalore,4,4,0,1146,Furnished,0,4,1,14,Apartment,3916551
H1892,Delhi,4,4,1,1735,Unfurnished,0,17,12,5,Villa,19156055
H1893,Pune,2,3,3,3981,Furnished,2,27,2,5,Apartment,8249602
H1894,Hyderabad,4,4,3,2683,Semi-Furnished,2,6,4,12,Apartment,18013329
H1895,Chennai,3,3,3,2640,Semi-Furnished,1,10,8,10,Independent House,4541035
H1896,Kolkata,1,2,2,1038,Furnished,2,24,3,12,Apartment,7638708
H1897,Delhi,3,4,1,2352,Furnished,1,24,10,12,Villa,6734514
H1898,Hyderabad,3,4,1,2215,Unfurnished,0,10,6,19,Villa,5996874
H1899,Coimbatore,1,1,0,2449,Semi-Furnished,1,21,6,15,Apartment,15874511
H1900,Bangalore,3,2,0,3242,Semi-Furnished,2,16,13,18,Apartment,3241951
H1901,Mumbai,2,4,0,2200,Semi-Furnished,0,15,9,12,Independent House,23069059
H1902,Pune,1,4,1,3996,Furnished,1,12,9,14,Independent House,24401557
H1903,Chennai,3,2,0,2263,Unfurnished,0,21,4,19,Villa,6825870
H1904,Pune,5,3,1,906,Furnished,1,4,9,11,Independent House,9631064
H1905,Kolkata,3,4,1,1218,Furnished,2,19,13,11,Apartment,2180050
H1906,Bangalore,2,1,3,1732,Furnished,2,15,6,14,Villa,22464767
H1907,Pune,4,4,0,1995,Unfurnished,0,27,2,8,Independent House,18573122
H1908,Chennai,3,1,3,3004,Furnished,0,21,10,13,Villa,9221182
H1909,Bangalore,4,1,2,2828,Semi-Furnished,0,21,14,16,Apartment,6387163
H1910,Pune,5,4,2,1979,Semi-Furnished,1,15,11,6,Independent House,4740868
H1911,Mumbai,3,4,2,2299,Semi-Furnished,2,15,6,15,Apartment,16122815
H1912,Delhi,1,1,1,2715,Unfurnished,0,13,2,13,Apartment,21244874
H1913,Bangalore,4,2,1,2939,Furnished,0,5,8,14,Villa,13051351
H1914,Delhi,5,2,1,3339,Unfurnished,0,1,4,7,Villa,3445188
H1915,Coimbatore,1,4,0,780,Furnished,1,13,5,18,Villa,11647741
H1916,Bangalore,1,3,3,3081,Semi-Furnished,0,15,8,17,Independent House,21799807
H1917,Mumbai,1,2,1,2087,Furnished,0,22,14,19,Independent House,8855884
H1918,Delhi,1,4,3,1513,Furnished,1,29,11,6,Villa,2079649
H1919,Hyderabad,3,2,3,2157,Furnished,1,19,8,17,Independent House,17602578
H1920,Chennai,3,3,3,2713,Unfurnished,0,12,12,8,Independent House,6370922
H1921,Hyderabad,3,4,0,1644,Furnished,0,14,14,9,Villa,7764250
H1922,Pune,5,3,0,2235,Furnished,1,11,12,6,Apartment,2459012
H1923,Mumbai,5,4,2,3031,Furnished,2,8,6,17,Independent House,20311080
H1924,Hyderabad,5,3,2,2238,Unfurnished,1,25,4,19,Independent House,21450354
H1925,Bangalore,2,2,3,2182,Unfurnished,2,17,1,5,Apartment,2285334
H1926,Pune,5,2,2,2686,Unfurnished,0,20,12,14,Apartment,20253191
H1927,Pune,3,3,3,1908,Furnished,0,13,7,15,Apartment,6945894
H1928,Hyderabad,3,3,0,1421,Semi-Furnished,2,19,8,9,Villa,16738276
H1929,Coimbatore,2,3,0,1201,Semi-Furnished,1,24,9,13,Apartment,4496206
H1930,Hyderabad,2,4,0,2220,Semi-Furnished,0,3,2,19,Villa,20372105
H1931,Coimbatore,5,2,1,1384,Furnished,2,7,1,16,Apartment,7505079
H1932,Mumbai,4,4,3,1811,Semi-Furnished,1,7,4,16,Apartment,14940175
H1933,Chennai,2,2,0,1270,Semi-Furnished,2,21,13,19,Villa,4002632
H1934,Hyderabad,1,1,3,1866,Semi-Furnished,1,21,5,9,Villa,14373094
H1935,Kolkata,3,4,2,1696,Furnished,1,15,10,16,Apartment,10124138
H1936,Coimbatore,1,2,2,3126,Semi-Furnished,1,26,12,15,Apartment,20645648
H1937,Hyderabad,3,2,0,2597,Semi-Furnished,1,23,1,14,Apartment,6851426
H1938,Delhi,3,4,3,3208,Furnished,2,27,5,13,Independent House,10440327
H1939,Bangalore,2,4,0,700,Unfurnished,2,28,6,18,Apartment,4688018
H1940,Kolkata,2,2,2,3161,Semi-Furnished,2,27,3,17,Villa,19262259
H1941,Kolkata,1,4,0,2379,Unfurnished,2,9,12,16,Independent House,3431823
H1942,Coimbatore,3,3,3,775,Semi-Furnished,2,24,7,14,Villa,7921830
H1943,Delhi,1,4,2,837,Furnished,1,20,14,10,Independent House,13077083
H1944,Delhi,4,4,1,3557,Unfurnished,0,26,6,7,Independent House,18094835
H1945,Pune,1,4,2,3730,Unfurnished,0,16,4,8,Villa,19001784
H1946,Coimbatore,5,2,1,1722,Unfurnished,2,0,3,8,Independent House,23124940
H1947,Chennai,1,3,0,3518,Unfurnished,2,17,5,5,Villa,15466626
H1948,Bangalore,5,1,0,2577,Semi-Furnished,0,9,3,7,Apartment,22278391
H1949,Mumbai,5,1,3,3142,Semi-Furnished,1,25,10,7,Independent House,18947463
H1950,Kolkata,5,3,1,3594,Unfurnished,2,20,9,17,Villa,3067692
H1951,Mumbai,4,3,0,2603,Semi-Furnished,1,3,9,18,Independent House,3011718
H1952,Hyderabad,1,3,1,2137,Unfurnished,0,0,6,5,Villa,23736739
H1953,Hyderabad,1,2,0,1354,Unfurnished,0,3,13,17,Apartment,23773212
H1954,Mumbai,4,1,2,3968,Furnished,2,3,11,13,Apartment,2059168
H1955,Hyderabad,3,3,0,2858,Unfurnished,1,25,6,15,Independent House,2739613
H1956,Chennai,2,2,3,1746,Semi-Furnished,2,3,12,5,Independent House,3970352
H1957,Delhi,1,1,2,3900,Unfurnished,0,16,14,13,Villa,1849829
H1958,Hyderabad,2,4,3,2011,Furnished,1,8,4,5,Villa,20193099
H1959,Pune,4,2,2,739,Semi-Furnished,2,29,4,6,Independent House,20048042
H1960,Hyderabad,3,1,1,1140,Furnished,2,18,2,6,Villa,13496842
H1961,Bangalore,3,2,3,2014,Furnished,2,12,10,18,Villa,7676977
H1962,Chennai,3,1,0,869,Unfurnished,0,3,4,10,Villa,22356615
H1963,Bangalore,4,1,1,1635,Furnished,2,4,8,11,Independent House,15645624
H1964,Bangalore,5,4,0,2490,Furnished,1,28,13,15,Apartment,4112902
H1965,Pune,5,2,2,1105,Semi-Furnished,2,12,10,5,Apartment,7617403
H1966,Chennai,2,3,2,1729,Furnished,0,22,2,7,Villa,3105869
H1967,Chennai,5,4,0,2679,Unfurnished,2,15,9,6,Independent House,2786479
H1968,Coimbatore,5,4,0,3745,Unfurnished,0,21,14,12,Villa,5430174
H1969,Chennai,3,1,1,3842,Unfurnished,0,4,1,13,Apartment,14189291
H1970,Chennai,3,3,0,2472,Furnished,1,7,13,17,Villa,4434312
